DB,SMILES,BA_type,alk_mods,ring_mods,delta_mz
BILELIB19,CC(CCC(=O)NC(CCCN=C(N)N)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCCN=C(N)N)C(=O)O'],['[*]O'],156.101660764
BILELIB19,CC(NC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(C)C(=O)O'],['[*]O'],71.03766816
BILELIB19,CC(CCC(=O)NC(C=O)C(O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(C=O)C(O)O'],['[*]O'],87.03257816
BILELIB19,CC(CCC(=O)NC(Cc1c[nH]cn1)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1c[nH]cn1)C(=O)O'],['[*]O'],137.059466224
BILELIB19,CC(CCC(=O)NC(CS)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(CS)C(=O)O'],['[*]O'],103.00973916
BILELIB19,CC(CCC(=O)NC(CCC(=O)O)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCC(=O)O)C(=O)O'],['[*]O'],129.043142844
BILELIB19,CC(CCC(=O)NC(CC(=O)O)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CC(=O)O)C(=O)O'],['[*]O'],115.02749278
BILELIB19,CC(CCC(=O)NC(CC(N)=O)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CC(N)=O)C(=O)O'],['[*]O'],114.043477192
BILELIB19,CC(C)CC(NC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(CC(C)C)C(=O)O'],['[*]O'],113.084613732
BILELIB19,CC(CCC(=O)NC(CCC(N)=O)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCC(N)=O)C(=O)O'],['[*]O'],128.059127256
BILELIB19,CC(CCC(=O)NC(CC(N)=O)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(CC(N)=O)C(=O)O'],['[*]O'],114.043481812
BILELIB19,CC(=O)C(NC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C)C(O)O,is_c24,['[*]C(C)CCC(=O)NC(C(C)=O)C(O)O'],['[*]O'],101.048228224
BILELIB19,CC(CCC(=O)NC(Cc1c[nH]cn1)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1c[nH]cn1)C(=O)O'],['[*]O'],137.059461604
BILELIB19,CC(C)C(NC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(C(=O)O)C(C)C'],['[*]O'],99.0689636680001
BILELIB19,CC(CCC(=O)NC(CCC(N)=O)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(CCC(N)=O)C(=O)O'],['[*]O'],128.059131876
BILELIB19,CC(CCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O'],['[*]O'],186.07986732
BILELIB19,CC(NC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(C)C(=O)O'],['[*]O'],71.0376635400001
BILELIB19,CSCCC(NC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(CCSC)C(=O)O'],['[*]O'],131.041034668
BILELIB19,CC(CCC(=O)NC(CCCNC(N)=O)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(CCCNC(N)=O)C(=O)O'],['[*]O'],157.085680972
BILELIB19,CC(CCC(=O)NC(CCC(=O)O)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(CCC(=O)O)C(=O)O'],['[*]O'],129.043147464
BILELIB19,CCC(C)C(NC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(C(=O)O)C(C)CC'],['[*]O'],113.084618352
BILELIB19,CC(CCC(=O)NC(Cc1ccc(O)c(O)c1)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1ccc(O)c(O)c1)C(=O)O'],['[*]O'],179.058797528
BILELIB19,CC(CCC(=O)NC(CCCN)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(CCCN)C(=O)O'],['[*]O'],114.07986732
BILELIB19,CC(CCC(=O)NC(Cc1ccccc1)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1ccccc1)C(=O)O'],['[*]O'],147.068968288
BILELIB19,CC(CCC(=O)N1CCCC1C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)N1CCCC1C(=O)O'],['[*]O'],97.053318224
BILELIB19,CC(CCC(=O)NC(C=O)C(O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(C=O)C(O)O'],['[*]O'],87.0325827800001
BILELIB19,CC(=O)C(NC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C)C(O)O,is_c24,['[*]C(C)CCC(=O)NC(C(C)=O)C(O)O'],['[*]O'],101.048232844
BILELIB19,CC(CCC(=O)NC(CCCNC(N)=O)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCCNC(N)=O)C(=O)O'],['[*]O'],157.085676352
BILELIB19,CCC(C)C(NC(=O)CCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(C(=O)O)C(C)CC'],['[*]O'],113.084613732
BILELIB19,CC(CCC(=O)NC(Cc1ccc(O)c(O)c1)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1ccc(O)c(O)c1)C(=O)O'],['[*]O'],179.058792908
BILELIB19,CC(CCC(=O)NC(CCCCN)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCCCN)C(=O)O'],['[*]O'],128.095512764
BILELIB19,CC(CCC(=O)NC(CCCN)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCCN)C(=O)O'],['[*]O'],114.0798627
BILELIB19,CC(CCC(=O)N1CCCC1C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)N1CCCC1C(=O)O'],['[*]O'],97.053313604
BILELIB19,CC(CCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O'],['[*]O'],186.0798627
BILELIB19,CC(CCC(=O)NC(Cc1ccc(O)cc1)C(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1ccc(O)cc1)C(=O)O'],['[*]O'],163.063878288
BILELIB19,CC(NC(=O)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(C)C(=O)O'],['[*]O'],71.0376635400001
BILELIB19,CC(CCC(=O)NC(CCCN=C(N)N)C(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(CCCN=C(N)N)C(=O)O'],['[*]O'],156.101660764
BILELIB19,CC(CCC(=O)NC(CC(N)=O)C(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(CC(N)=O)C(=O)O'],['[*]O'],114.043477192
BILELIB19,CC(CCC(=O)NC(CC(=O)O)C(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(CC(=O)O)C(=O)O'],['[*]O'],115.02749278
BILELIB19,CC(CCC(=O)NC(CCCNC(N)=O)C(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(CCCNC(N)=O)C(=O)O'],['[*]O'],157.085676352
BILELIB19,CC(CCC(=O)NC(CS)C(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(CS)C(=O)O'],['[*]O'],103.00973454
BILELIB19,CC(CCC(=O)NC(CCC(N)=O)C(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(CCC(N)=O)C(=O)O'],['[*]O'],128.059127256
BILELIB19,CC(CCC(=O)NC(CCC(=O)O)C(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(CCC(=O)O)C(=O)O'],['[*]O'],129.043142844
BILELIB19,CC(CCC(=O)NC(Cc1c[nH]cn1)C(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1c[nH]cn1)C(=O)O'],['[*]O'],137.059461604
BILELIB19,CCC(C)C(NC(=O)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(C(=O)O)C(C)CC'],['[*]O'],113.084613732
BILELIB19,CC(CCC(=O)NC(Cc1ccc(O)c(O)c1)C(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1ccc(O)c(O)c1)C(=O)O'],['[*]O'],179.058792908
BILELIB19,CC(CCC(=O)NC(CCCCN)C(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(CCCCN)C(=O)O'],['[*]O'],128.095512764
BILELIB19,CSCCC(NC(=O)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(CCSC)C(=O)O'],['[*]O'],131.041034668
BILELIB19,CC(CCC(=O)NC(CCCN)C(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(CCCN)C(=O)O'],['[*]O'],114.0798627
BILELIB19,CC(CCC(=O)NC(Cc1ccccc1)C(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1ccccc1)C(=O)O'],['[*]O'],147.068963668
BILELIB19,CC(CCC(=O)N1CCCC1C(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)N1CCCC1C(=O)O'],['[*]O'],97.053313604
BILELIB19,CC(CCC(=O)NC(C=O)C(O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(C=O)C(O)O'],['[*]O'],87.03257816
BILELIB19,CC(=O)C(NC(=O)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C)C(O)O,is_c24,['[*]C(C)CCC(=O)NC(C(C)=O)C(O)O'],['[*]O'],101.048228224
BILELIB19,CC(CCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O'],['[*]O'],186.0798627
BILELIB19,CC(CCC(=O)NC(Cc1ccc(O)cc1)C(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1ccc(O)cc1)C(=O)O'],['[*]O'],163.063878288
BILELIB19,CC(C)C(NC(=O)CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(C(=O)O)C(C)C'],['[*]O'],99.0689636680001
BILELIB19,CC(NC(=O)CCC(C)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(C)C(=O)O'],['[*]O'],71.0376635400001
BILELIB19,CC(CCC(=O)NC(CCCN=C(N)N)C(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCCN=C(N)N)C(=O)O'],['[*]O'],156.101660764
BILELIB19,CC(CCC(=O)NC(CC(N)=O)C(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CC(N)=O)C(=O)O'],['[*]O'],114.043477192
BILELIB19,CC(CCC(=O)NC(CC(=O)O)C(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CC(=O)O)C(=O)O'],['[*]O'],115.02749278
BILELIB19,CC(CCC(=O)NC(CCCNC(N)=O)C(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCCNC(N)=O)C(=O)O'],['[*]O'],157.085676352
BILELIB19,CC(CCC(=O)NC(CCC(N)=O)C(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCC(N)=O)C(=O)O'],['[*]O'],128.059127256
BILELIB19,CC(CCC(=O)NC(CCC(=O)O)C(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCC(=O)O)C(=O)O'],['[*]O'],129.043142844
BILELIB19,CC(CCC(=O)NC(Cc1c[nH]cn1)C(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1c[nH]cn1)C(=O)O'],['[*]O'],137.059461604
BILELIB19,CCC(C)C(NC(=O)CCC(C)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(C(=O)O)C(C)CC'],['[*]O'],113.084613732
BILELIB19,CC(CCC(=O)NC(Cc1ccc(O)c(O)c1)C(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1ccc(O)c(O)c1)C(=O)O'],['[*]O'],179.058792908
BILELIB19,CC(CCC(=O)NC(CCCCN)C(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCCCN)C(=O)O'],['[*]O'],128.095512764
BILELIB19,CSCCC(NC(=O)CCC(C)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(CCSC)C(=O)O'],['[*]O'],131.041034668
BILELIB19,CC(CCC(=O)NC(CCCN)C(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCCN)C(=O)O'],['[*]O'],114.0798627
BILELIB19,CC(CCC(=O)NC(Cc1ccccc1)C(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1ccccc1)C(=O)O'],['[*]O'],147.068963668
BILELIB19,CC(CCC(=O)N1CCCC1C(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)N1CCCC1C(=O)O'],['[*]O'],97.053313604
BILELIB19,CC(CCC(=O)NC(C=O)C(O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(C=O)C(O)O'],['[*]O'],87.03257816
BILELIB19,CC(=O)C(NC(=O)CCC(C)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C)C(O)O,is_c24,['[*]C(C)CCC(=O)NC(C(C)=O)C(O)O'],['[*]O'],101.048228224
BILELIB19,CC(CCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O'],['[*]O'],186.0798627
BILELIB19,CC(CCC(=O)NC(Cc1ccc(O)cc1)C(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1ccc(O)cc1)C(=O)O'],['[*]O'],163.063878288
BILELIB19,CC(C)C(NC(=O)CCC(C)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(C(=O)O)C(C)C'],['[*]O'],99.0689636680001
BILELIB19,CC(NC(=O)CCC(C)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(C)C(=O)O'],['[*]O'],71.03766816
BILELIB19,CC(CCC(=O)NC(CCCN=C(N)N)C(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCCN=C(N)N)C(=O)O'],['[*]O'],156.101665384
BILELIB19,CC(CCC(=O)NC(CC(N)=O)C(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CC(N)=O)C(=O)O'],['[*]O'],114.043481812
BILELIB19,CC(CCC(=O)NC(CC(=O)O)C(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CC(=O)O)C(=O)O'],['[*]O'],115.0274974
BILELIB19,CC(CCC(=O)NC(CCCNC(N)=O)C(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCCNC(N)=O)C(=O)O'],['[*]O'],157.085680972
BILELIB19,CC(CCC(=O)NC(CCC(N)=O)C(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCC(N)=O)C(=O)O'],['[*]O'],128.059131876
BILELIB19,CC(CCC(=O)NC(CCC(=O)O)C(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCC(=O)O)C(=O)O'],['[*]O'],129.043147464
BILELIB19,CC(CCC(=O)NC(Cc1c[nH]cn1)C(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1c[nH]cn1)C(=O)O'],['[*]O'],137.059466224
BILELIB19,CCC(C)C(NC(=O)CCC(C)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(C(=O)O)C(C)CC'],['[*]O'],113.084618352
BILELIB19,CC(CCC(=O)NC(Cc1ccc(O)c(O)c1)C(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1ccc(O)c(O)c1)C(=O)O'],['[*]O'],179.058797528
BILELIB19,CC(CCC(=O)NC(CCCCN)C(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCCCN)C(=O)O'],['[*]O'],128.095517384
BILELIB19,CSCCC(NC(=O)CCC(C)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(CCSC)C(=O)O'],['[*]O'],131.041039288
BILELIB19,CC(CCC(=O)NC(CCCN)C(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CCCN)C(=O)O'],['[*]O'],114.07986732
BILELIB19,CC(CCC(=O)NC(Cc1ccccc1)C(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1ccccc1)C(=O)O'],['[*]O'],147.068968288
BILELIB19,CC(CCC(=O)N1CCCC1C(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)N1CCCC1C(=O)O'],['[*]O'],97.053318224
BILELIB19,CC(CCC(=O)NC(C=O)C(O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(C=O)C(O)O'],['[*]O'],87.0325827800001
BILELIB19,CC(=O)C(NC(=O)CCC(C)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C)C(O)O,is_c24,['[*]C(C)CCC(=O)NC(C(C)=O)C(O)O'],['[*]O'],101.048232844
BILELIB19,CC(CCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O'],['[*]O'],186.07986732
BILELIB19,CC(CCC(=O)NC(Cc1ccc(O)cc1)C(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(Cc1ccc(O)cc1)C(=O)O'],['[*]O'],163.063882908
BILELIB19,CC(C)C(NC(=O)CCC(C)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C)C(=O)O,is_c24,['[*]C(C)CCC(=O)NC(C(=O)O)C(C)C'],['[*]O'],99.068968288
BILELIB19,CC(CCC(=O)NC(CS)C(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CS)C(=O)O'],['[*]O'],103.00973454
BILELIB19,CC(CCC(=O)NC(CS)C(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)NC(CS)C(=O)O'],['[*]O'],103.00973916
HMDB,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NCCS(=O)(=O)O'],['[*]O'],107.00465378
HMDB,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CC(O)C4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)O'],['[*]O'],0.000559000000009746
HMDB,CC(CCC(=O)O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)O'],['[*]O'],-2.01510492399996
HMDB,CC(CCC(=O)O)C1CCC2C3C(O)CC4C(O)C(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)O'],['[*]O'],0.000559000000009746
HMDB,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)O'],['[*]O'],0.0005543800000396
HMDB,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)C(O)CC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)O'],['[*]O'],0.000559000000009746
HMDB,CC(CCC(=O)O)C1CCC2C3C(O)CC4C(O)C(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)O'],['[*]O'],0.0005543800000396
HMDB,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CC(O)C4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)O'],['[*]O'],0.0005543800000396
HMDB,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(=O)C12C,is_c24,['[*]C(C)CCC(=O)O'],"['[*]=O', '[*]O']",-2.01510030399999
HMDB,CC(CCC(=O)O)C1CCC2C3CCC4C(O)C(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)O'],['[*]O'],0.0005543800000396
HMDB,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)NCC(=O)O'],['[*]O'],57.022018096
HMDB,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(CO)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)O'],['[*]O'],0.000559000000009746
HMDB,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)O'],['[*]O'],0.000549760000012611
HMDB,CC(CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C)C(=O)O,is_c27,['[*]C(C)CCCC(C)C(=O)O'],['[*]O'],0.000549951999971654
HMDB,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)O'],['[*]O'],0.000549760000012611
HMDB,CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)O'],['[*]O'],0.0005543800000396
HMDB,CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CC(O)C12C,is_c24,['[*]C(C)CCC(=O)O'],['[*]O'],0.000559000000009746
HMDB,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,is_c24,['[*]C(C)CCC(=O)O'],['[*]O'],0.000545140000042466
